year,row_variable,row_label,col_variable,col_label,correlation,abs_correlation
2020,schooling,Educación,gini,Desigualdad (Gini),-0.5745856662033875,0.5745856662033875
2020,schooling,Educación,co2_per_capita,CO₂ per cápita,0.6399217958183738,0.6399217958183738
2020,democracy,Democracia,ahdi,AHDI,0.8868860375251213,0.8868860375251213
2020,democracy,Democracia,life_exp,Esperanza de vida,0.6773052471016521,0.6773052471016521
2020,democracy,Democracia,schooling,Educación,0.6103055321779228,0.6103055321779228
2020,democracy,Democracia,democracy,Democracia,1.0,1.0
2020,democracy,Democracia,gdp,PIB per cápita,0.7114527395687457,0.7114527395687457
2020,democracy,Democracia,gini,Desigualdad (Gini),-0.36005032573398255,0.36005032573398255
2020,democracy,Democracia,co2_per_capita,CO₂ per cápita,0.3032481787703627,0.3032481787703627
2020,gdp,PIB per cápita,ahdi,AHDI,0.8774457933013744,0.8774457933013744
2020,gdp,PIB per cápita,life_exp,Esperanza de vida,0.8767453183480953,0.8767453183480953
2020,gdp,PIB per cápita,schooling,Educación,0.7378558054095298,0.7378558054095298
2020,gdp,PIB per cápita,democracy,Democracia,0.7114527395687457,0.7114527395687457
2020,gdp,PIB per cápita,gdp,PIB per cápita,1.0,1.0
2020,gdp,PIB per cápita,gini,Desigualdad (Gini),-0.5369254461379459,0.5369254461379459
2020,gdp,PIB per cápita,co2_per_capita,CO₂ per cápita,0.6511041620938172,0.6511041620938172
2020,gini,Desigualdad (Gini),ahdi,AHDI,-0.540462530107223,0.540462530107223
2020,gini,Desigualdad (Gini),life_exp,Esperanza de vida,-0.5116592448606199,0.5116592448606199
2020,gini,Desigualdad (Gini),schooling,Educación,-0.5745856662033875,0.5745856662033875
2020,gini,Desigualdad (Gini),democracy,Democracia,-0.36005032573398255,0.36005032573398255
2020,gini,Desigualdad (Gini),gdp,PIB per cápita,-0.5369254461379459,0.5369254461379459
2020,gini,Desigualdad (Gini),gini,Desigualdad (Gini),1.0,1.0
2020,gini,Desigualdad (Gini),co2_per_capita,CO₂ per cápita,-0.5315251808615322,0.5315251808615322
2020,co2_per_capita,CO₂ per cápita,ahdi,AHDI,0.5886585823546736,0.5886585823546736
2020,co2_per_capita,CO₂ per cápita,life_exp,Esperanza de vida,0.6766908847491332,0.6766908847491332
2020,co2_per_capita,CO₂ per cápita,schooling,Educación,0.6399217958183738,0.6399217958183738
2020,co2_per_capita,CO₂ per cápita,democracy,Democracia,0.3032481787703627,0.3032481787703627
2020,co2_per_capita,CO₂ per cápita,gdp,PIB per cápita,0.6511041620938172,0.6511041620938172
2020,co2_per_capita,CO₂ per cápita,gini,Desigualdad (Gini),-0.5315251808615322,0.5315251808615322
2020,co2_per_capita,CO₂ per cápita,co2_per_capita,CO₂ per cápita,1.0,1.0
